Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,weekday
2023-01-02 00:00:00+05:30,794.4231427449067,810.5349846417788,794.4231427449067,806.9765625,50886,0.0,0.0,Monday
2023-01-03 00:00:00+05:30,811.0292017866925,814.5382130799088,801.8859719067085,810.5349731445312,67779,0.0,0.0,Tuesday
2023-01-04 00:00:00+05:30,808.5580387767355,809.1510890005492,791.7542653547251,798.0309448242188,120943,0.0,0.0,Wednesday
2023-01-05 00:00:00+05:30,794.2748088281681,811.6222214483628,792.9404156768619,808.8545532226562,194822,0.0,0.0,Thursday
2023-01-06 00:00:00+05:30,811.5234356449976,811.5234356449976,794.077140332308,803.1709594726562,106386,0.0,0.0,Friday
2023-01-09 00:00:00+05:30,807.2236588298955,823.0389752508374,803.1709477986426,820.716064453125,115809,0.0,0.0,Monday
2023-01-10 00:00:00+05:30,824.373357691772,842.165588433321,820.6172321569069,831.5396728515625,259664,0.0,0.0,Tuesday
2023-01-11 00:00:00+05:30,831.5396439341052,847.4043703941492,831.5396439341052,837.6680908203125,149059,0.0,0.0,Wednesday
2023-01-12 00:00:00+05:30,840.040400783132,878.7385276810987,817.6518794427374,873.1043090820312,1273365,0.0,0.0,Thursday
2023-01-13 00:00:00+05:30,879.6281714526931,907.3543865270722,863.76338359441,867.3712768554688,2038029,0.0,0.0,Friday
2023-01-16 00:00:00+05:30,871.7204887109607,895.4434631410422,870.8802638348424,880.1223754882812,414919,0.0,0.0,Monday
2023-01-17 00:00:00+05:30,888.6230659028847,889.8586374628164,869.9411997844602,875.9708251953125,303631,0.0,0.0,Tuesday
2023-01-18 00:00:00+05:30,878.738513419597,889.6115433944176,867.9643050395625,871.1273803710938,192024,0.0,0.0,Wednesday
2023-01-19 00:00:00+05:30,870.5343423663437,883.6314013835776,859.9578373579957,864.7518310546875,170131,0.0,0.0,Thursday
2023-01-20 00:00:00+05:30,866.8275876881889,876.9098635907334,859.1670440869906,863.8128051757812,225093,0.0,0.0,Friday
2023-01-23 00:00:00+05:30,868.2608869949167,874.0433378714782,862.6266685099388,865.0484008789062,136646,0.0,0.0,Monday
2023-01-24 00:00:00+05:30,869.5458370950304,877.7006092406351,853.3351143945414,858.919921875,156988,0.0,0.0,Tuesday
2023-01-25 00:00:00+05:30,860.7486027154328,864.850724632881,835.5429416257108,839.39794921875,388406,0.0,0.0,Wednesday
2023-01-27 00:00:00+05:30,839.1014125644207,860.550887363844,831.687982934027,846.317138671875,262283,0.0,0.0,Friday
2023-01-30 00:00:00+05:30,844.8838697956437,866.926455326991,821.9022377713692,828.870849609375,423035,0.0,0.0,Monday
2023-01-31 00:00:00+05:30,837.0750023774724,874.7846707930693,830.8477337362606,869.694091796875,356917,0.0,0.0,Tuesday
2023-02-01 00:00:00+05:30,869.8424178128669,886.3990774701005,846.119442781607,851.2100219726562,210890,0.0,0.0,Wednesday
2023-02-02 00:00:00+05:30,849.8755420948073,883.6807925330039,849.8755420948073,880.7648315429688,164683,0.0,0.0,Thursday
2023-02-03 00:00:00+05:30,884.6692490619205,905.3280299599813,875.0317907620839,887.486328125,667704,0.0,0.0,Friday
2023-02-06 00:00:00+05:30,890.5999703755217,916.695265559847,890.5999703755217,911.9506225585938,412895,0.0,0.0,Monday
2023-02-07 00:00:00+05:30,916.4481860546896,917.0412362870476,867.9643084828396,876.6627807617188,197941,0.0,0.0,Tuesday
2023-02-08 00:00:00+05:30,880.8142603344276,918.0791119521152,880.8142603344276,899.4467163085938,742772,0.0,0.0,Wednesday
2023-02-09 00:00:00+05:30,900.5339745688173,923.6638985828129,900.5339745688173,907.65087890625,546312,0.0,0.0,Thursday
2023-02-10 00:00:00+05:30,909.3806974962757,921.9835278148382,895.7399990999604,912.3460693359375,155670,0.0,0.0,Friday
2023-02-13 00:00:00+05:30,912.889663878293,919.2158142907124,874.7846496787537,880.7153930664062,237690,0.0,0.0,Monday
2023-02-14 00:00:00+05:30,881.7038854947207,936.7609675407328,881.7038854947207,906.9095458984375,1028985,0.0,0.0,Tuesday
2023-02-15 00:00:00+05:30,909.2323899521317,931.1267424770284,898.211127659415,906.4647216796875,227633,0.0,0.0,Wednesday
2023-02-16 00:00:00+05:30,911.2588043946296,924.1581600282769,896.9261736171002,899.7926635742188,388957,0.0,0.0,Thursday
2023-02-17 00:00:00+05:30,896.4813155635917,916.0033462643744,896.1353193274707,912.8402709960938,153498,0.0,0.0,Friday
2023-02-20 00:00:00+05:30,917.733137446359,936.5138250248225,907.0578113099924,928.1119384765625,394668,0.0,0.0,Monday
2023-02-21 00:00:00+05:30,930.1382794145673,943.9766810211602,919.2652495808157,941.8020629882812,413404,0.0,0.0,Tuesday
2023-02-22 00:00:00+05:30,940.5665177843437,968.6387288198158,930.2865982153564,962.5596923828125,784693,0.0,0.0,Wednesday
2023-02-23 00:00:00+05:30,963.7458106355172,971.6534685689368,953.8612382187426,967.2548217773438,346756,0.0,0.0,Thursday
2023-02-24 00:00:00+05:30,968.5892786483597,973.6303864663346,949.9074125828909,955.4427490234375,214659,0.0,0.0,Friday
2023-02-27 00:00:00+05:30,953.6635706444689,961.7689323978148,937.6505506596919,954.8497314453125,338123,0.0,0.0,Monday
2023-02-28 00:00:00+05:30,956.3324287293511,956.7278357778797,929.1498532357521,933.4002075195312,258367,0.0,0.0,Tuesday
2023-03-01 00:00:00+05:30,933.7955826283456,953.119909933966,931.4726718763224,941.2584228515625,131810,0.0,0.0,Wednesday
2023-03-02 00:00:00+05:30,944.1249928502265,951.8843583472793,934.0921273501339,947.0408935546875,117376,0.0,0.0,Thursday
2023-03-03 00:00:00+05:30,948.9189573426163,953.0704898471188,937.9471060305993,945.9041748046875,180468,0.0,0.0,Friday
2023-03-06 00:00:00+05:30,952.8728228409186,960.7804811217561,934.8334773877581,944.125,225926,0.0,0.0,Monday
2023-03-08 00:00:00+05:30,950.8958767875362,953.8612485446699,932.7082392115258,938.5401611328125,126531,0.0,0.0,Wednesday
2023-03-09 00:00:00+05:30,938.9849620920776,950.3522202901916,937.0574584184429,945.5581665039062,142569,0.0,0.0,Thursday
2023-03-10 00:00:00+05:30,938.6884354655002,948.9189436949548,925.986723822865,941.110107421875,196125,0.0,0.0,Friday
2023-03-13 00:00:00+05:30,932.1151931930734,939.9734404510207,916.201055490327,920.006591796875,205005,0.0,0.0,Monday
2023-03-14 00:00:00+05:30,914.42181029027,928.5073266025831,899.4961294179011,918.96875,125586,0.0,0.0,Tuesday
2023-03-15 00:00:00+05:30,928.0625327787973,943.8778487212242,920.5008107115674,938.6389770507812,165526,0.0,0.0,Wednesday
2023-03-16 00:00:00+05:30,937.9965501604129,941.011332805478,909.4301105679887,935.2288818359375,144282,0.0,0.0,Thursday
2023-03-17 00:00:00+05:30,960.7804536908586,973.3338729194089,948.9189666082555,951.8843383789062,470506,0.0,0.0,Friday
2023-03-20 00:00:00+05:30,943.9766895704946,956.8266340358522,934.092116904835,939.9734497070312,350395,0.0,0.0,Monday
2023-03-21 00:00:00+05:30,942.5928353087652,957.765690710612,930.3360012711317,935.871337890625,178717,0.0,0.0,Tuesday
2023-03-22 00:00:00+05:30,938.5401653820799,947.6339842112576,931.126735955681,933.9932861328125,211960,0.0,0.0,Wednesday
2023-03-23 00:00:00+05:30,931.5221578704017,947.9305244640069,921.3904708258176,933.153076171875,274033,0.0,0.0,Thursday
2023-03-24 00:00:00+05:30,931.522157100014,998.2430229481927,931.1267500590264,989.6434326171875,1935257,0.0,0.0,Friday
2023-03-27 00:00:00+05:30,995.327050494727,1014.1571492405203,984.4046098326805,996.5626220703125,844655,0.0,0.0,Monday
2023-03-28 00:00:00+05:30,988.4572762207661,994.3386090804084,976.5957889061169,981.7357788085938,247889,0.0,0.0,Tuesday
2023-03-29 00:00:00+05:30,978.5727192820624,982.5759592493599,948.4247718698372,974.174072265625,305111,0.0,0.0,Wednesday
2023-03-31 00:00:00+05:30,974.6682661310404,1030.4172192235833,974.6682661310404,983.7620849609375,687167,0.0,0.0,Friday
2023-04-03 00:00:00+05:30,988.457256216035,995.3764570095474,976.447476420753,983.2184448242188,265435,0.0,0.0,Monday
2023-04-05 00:00:00+05:30,986.4803035281711,1052.0150653437036,986.4803035281711,1042.1304931640625,1300805,0.0,0.0,Wednesday
2023-04-06 00:00:00+05:30,1041.8339474585619,1047.7646909924817,1019.0994305785364,1039.1651611328125,454778,0.0,0.0,Thursday
2023-04-10 00:00:00+05:30,1038.5720139116008,1068.4234961091913,1031.1585843253051,1062.1961669921875,377081,0.0,0.0,Monday
2023-04-11 00:00:00+05:30,1065.4086968536117,1076.4300200896348,1048.5555719661563,1069.2142333984375,277769,0.0,0.0,Tuesday
2023-04-12 00:00:00+05:30,1064.5190491483725,1087.006452896126,1055.7218756398236,1082.85498046875,258818,0.0,0.0,Wednesday
2023-04-13 00:00:00+05:30,1077.4183580969561,1079.6423868177983,1042.9706484863875,1057.402099609375,215314,0.0,0.0,Thursday
2023-04-17 00:00:00+05:30,1052.7069773497221,1072.27847927764,1045.540662245698,1067.68212890625,337087,0.0,0.0,Monday
2023-04-18 00:00:00+05:30,1067.6821179158155,1107.0721150188267,1066.5453679511731,1095.8531494140625,593983,0.0,0.0,Tuesday
2023-04-19 00:00:00+05:30,1095.8037278252418,1095.8037278252418,1049.0497703937733,1056.3642578125,333167,0.0,0.0,Wednesday
2023-04-20 00:00:00+05:30,1056.364172308852,1092.2452173047323,1051.7184716852805,1078.6539306640625,398014,0.0,0.0,Thursday
2023-04-21 00:00:00+05:30,1126.841316386685,1179.9214248677522,1113.1512069821401,1146.2645263671875,6026418,0.0,0.0,Friday
2023-04-24 00:00:00+05:30,1150.564310713576,1216.0001364776147,1137.7143656626513,1159.3121337890625,2499076,0.0,0.0,Monday
2023-04-25 00:00:00+05:30,1156.4950539693996,1174.7815142244713,1128.4723133323996,1144.2381591796875,1067766,0.0,0.0,Tuesday
2023-04-26 00:00:00+05:30,1142.7060674256297,1170.333399668492,1136.725852718552,1151.4044189453125,831408,0.0,0.0,Wednesday
2023-04-27 00:00:00+05:30,1150.564234564649,1160.1028711226352,1138.7027476103742,1152.8870849609375,324031,0.0,0.0,Thursday
2023-04-28 00:00:00+05:30,1156.4949768004842,1171.3218354774135,1149.1310185887899,1166.330078125,322850,0.0,0.0,Friday
2023-05-02 00:00:00+05:30,1172.2608171413422,1192.3760185323024,1138.7027420612555,1156.3466796875,316919,0.0,0.0,Tuesday
2023-05-03 00:00:00+05:30,1151.404358069187,1165.2922301478645,1147.5988219391986,1154.76513671875,185956,0.0,0.0,Wednesday
2023-05-04 00:00:00+05:30,1151.5527326464348,1168.3565064275417,1145.5231673631192,1164.9957275390625,232224,0.0,0.0,Thursday
2023-05-05 00:00:00+05:30,1170.6793354048252,1189.114087493655,1168.4059560964972,1186.6429443359375,276106,0.0,0.0,Friday
2023-05-08 00:00:00+05:30,1194.0563595662948,1201.9640175766676,1178.4386867312942,1191.93115234375,192765,0.0,0.0,Monday
2023-05-09 00:00:00+05:30,1200.3825453607126,1200.3825453607126,1146.116216538532,1149.378173828125,309080,0.0,0.0,Tuesday
2023-05-10 00:00:00+05:30,1155.3582053544988,1260.8266638454947,1155.3088548899307,1242.836669921875,1995152,0.0,0.0,Wednesday
2023-05-11 00:00:00+05:30,1242.4908113178453,1259.2451140889996,1207.8948062294407,1220.7447509765625,640210,0.0,0.0,Thursday
2023-05-12 00:00:00+05:30,1230.629352424111,1231.617809735295,1174.9298070711498,1195.0943603515625,340473,0.0,0.0,Friday
2023-05-15 00:00:00+05:30,1196.0332974718983,1267.0539282349762,1196.0332974718983,1256.9222412109375,757967,0.0,0.0,Monday
2023-05-16 00:00:00+05:30,1268.1906239800805,1268.1906239800805,1202.9524469086189,1215.95068359375,918460,0.0,0.0,Tuesday
2023-05-17 00:00:00+05:30,1222.2273958687367,1278.9153953135697,1221.733167241212,1272.3916015625,1384507,0.0,0.0,Wednesday
2023-05-18 00:00:00+05:30,1255.3407027161818,1284.0059628569452,1245.6044229730417,1272.5892333984375,822724,0.0,0.0,Thursday
2023-05-19 00:00:00+05:30,1272.5892419779752,1302.836130445658,1272.1444844786859,1284.747314453125,774790,0.0,0.0,Friday
2023-05-22 00:00:00+05:30,1294.1377231287745,1399.6555401568414,1294.1377231287745,1370.7431640625,2219874,0.0,0.0,Monday
2023-05-23 00:00:00+05:30,1368.074336914529,1394.5649194332725,1337.3826903243876,1344.6478271484375,1064674,0.0,0.0,Tuesday
2023-05-24 00:00:00+05:30,1346.871795115366,1346.871795115366,1295.373197654491,1306.048583984375,401000,0.0,0.0,Wednesday
2023-05-25 00:00:00+05:30,1305.2083514550613,1312.522959371578,1267.8447391160241,1289.9862060546875,862823,0.0,0.0,Thursday
2023-05-26 00:00:00+05:30,1299.821303289425,1330.2163641838356,1282.078543649723,1294.5330810546875,574592,0.0,0.0,Friday
2023-05-29 00:00:00+05:30,1299.6237121830395,1313.6597576420115,1271.2549151479454,1277.927001953125,247068,0.0,0.0,Monday
2023-05-30 00:00:00+05:30,1275.1099175686097,1278.8661035748014,1250.0525491346941,1266.8563232421875,347776,0.0,0.0,Tuesday
2023-05-31 00:00:00+05:30,1261.7656916873966,1335.4057575163908,1261.7656916873966,1282.918701171875,813429,0.0,0.0,Wednesday
2023-06-01 00:00:00+05:30,1293.24800276841,1392.5386046887575,1288.5034804243824,1356.163330078125,1267897,0.0,0.0,Thursday
2023-06-02 00:00:00+05:30,1374.9440842668353,1507.1502462155693,1374.9440842668353,1442.1591796875,5618427,0.0,0.0,Friday
2023-06-05 00:00:00+05:30,1459.9513630717802,1471.5162646704614,1365.059466758381,1377.019775390625,1750300,0.0,0.0,Monday
2023-06-06 00:00:00+05:30,1381.8633153444882,1381.8633153444882,1314.6976895906519,1323.692626953125,1132629,0.0,0.0,Tuesday
2023-06-07 00:00:00+05:30,1329.524514662606,1359.0299403812703,1329.524514662606,1337.18505859375,736384,0.0,0.0,Wednesday
2023-06-08 00:00:00+05:30,1342.5225602724056,1356.9541323460048,1329.9692017275984,1341.8306884765625,418752,0.0,0.0,Thursday
2023-06-09 00:00:00+05:30,1344.6972505387557,1379.8863040748843,1344.6972505387557,1370.1500244140625,539102,0.0,0.0,Friday
2023-06-12 00:00:00+05:30,1373.0,1452.0,1367.0999755859375,1438.3499755859375,1079895,16.0,0.0,Monday
2023-06-13 00:00:00+05:30,1434.9000244140625,1504.9000244140625,1431.5,1468.5,1232801,0.0,0.0,Tuesday
2023-06-14 00:00:00+05:30,1470.0,1525.0,1467.199951171875,1497.800048828125,856839,0.0,0.0,Wednesday
2023-06-15 00:00:00+05:30,1498.4000244140625,1512.800048828125,1459.0,1466.449951171875,516679,0.0,0.0,Thursday
2023-06-16 00:00:00+05:30,1473.75,1506.5,1453.699951171875,1487.4000244140625,486094,0.0,0.0,Friday
2023-06-19 00:00:00+05:30,1490.0,1524.0,1461.050048828125,1514.550048828125,475192,0.0,0.0,Monday
2023-06-20 00:00:00+05:30,1515.0,1522.0999755859375,1487.050048828125,1496.6500244140625,245049,0.0,0.0,Tuesday
2023-06-21 00:00:00+05:30,1502.0999755859375,1523.699951171875,1455.0,1465.75,464042,0.0,0.0,Wednesday
2023-06-22 00:00:00+05:30,1470.0,1504.0999755859375,1442.25,1490.800048828125,476703,0.0,0.0,Thursday
2023-06-23 00:00:00+05:30,1484.0,1487.0,1451.0,1460.300048828125,245846,0.0,0.0,Friday
2023-06-26 00:00:00+05:30,1460.300048828125,1474.1500244140625,1440.550048828125,1459.699951171875,181257,0.0,0.0,Monday
2023-06-27 00:00:00+05:30,1471.9000244140625,1485.9000244140625,1460.050048828125,1467.300048828125,221584,0.0,0.0,Tuesday
2023-06-28 00:00:00+05:30,1467.300048828125,1467.300048828125,1467.300048828125,1467.300048828125,0,0.0,0.0,Wednesday
